query_id,sql_file,result_csv,acc_json,return_code,status,stdout,stderr,macro_f1,macro_precision,macro_recall,sql
11,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/11/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/11/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/11/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:45,401] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\11\sql.json
[2026-03-18 11:47:45,512] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:45,528] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\11\result.csv with 139 rows
[2026-03-18 11:47:45,571] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:45,781] [INFO] Aligned 139 rows (gold=139, pred=139) using keys=['id']
[2026-03-18 11:47:45,796] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:45,796] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:45,796] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\11\acc_result (gold=139, matched=139 rows)
[2026-03-18 11:47:45,796] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT fiba_world_cup, birth_date, nba_championships FROM player WHERE birth_date != '1959/6/10' AND birth_date != '1964/2/15';"
12,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/12/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/12/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/12/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:47,239] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\12\sql.json
[2026-03-18 11:47:47,366] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:47,397] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\12\result.csv with 2 rows
[2026-03-18 11:47:47,429] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:47,449] [INFO] Aligned 2 rows (gold=2, pred=2) using keys=['id']
[2026-03-18 11:47:47,452] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:47,452] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:47,462] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\12\acc_result (gold=2, matched=2 rows)
[2026-03-18 11:47:47,462] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT olympic_gold_medals, position, birth_date FROM player WHERE CAST(olympic_gold_medals AS DOUBLE) < 1 AND CAST(draft_pick AS DOUBLE) = 24;"
13,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/13/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/13/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/13/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:49,132] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\13\sql.json
[2026-03-18 11:47:49,323] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:49,360] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\13\result.csv with 124 rows
[2026-03-18 11:47:49,411] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:49,706] [INFO] Aligned 124 rows (gold=124, pred=124) using keys=['id']
[2026-03-18 11:47:49,712] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:49,712] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:49,734] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\13\acc_result (gold=124, matched=124 rows)
[2026-03-18 11:47:49,734] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT team, nationality, mvp_awards FROM player WHERE CAST(mvp_awards AS DOUBLE) < 1 OR birth_date = '1995/10/2';"
14,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/14/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/14/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/14/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:51,415] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\14\sql.json
[2026-03-18 11:47:51,556] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:51,580] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\14\result.csv with 140 rows
[2026-03-18 11:47:51,617] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:51,847] [INFO] Aligned 140 rows (gold=140, pred=140) using keys=['id']
[2026-03-18 11:47:51,863] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:51,863] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:51,879] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\14\acc_result (gold=140, matched=140 rows)
[2026-03-18 11:47:51,879] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT draft_year, age, fiba_world_cup FROM player WHERE CAST(draft_year AS DOUBLE) <= 2018 OR CAST(olympic_gold_medals AS DOUBLE) >= 0;"
15,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/15/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/15/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/15/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:53,383] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\15\sql.json
[2026-03-18 11:47:53,477] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:53,483] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\15\result.csv with 140 rows
[2026-03-18 11:47:53,511] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:53,702] [INFO] Aligned 140 rows (gold=140, pred=140) using keys=['id']
[2026-03-18 11:47:53,702] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:53,702] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:53,718] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\15\acc_result (gold=140, matched=140 rows)
[2026-03-18 11:47:53,718] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT fiba_world_cup, nationality, college FROM player WHERE college = 'University of Connecticut' OR birth_date != '1971/12/3';"
16,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/16/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/16/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/16/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:55,595] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\16\sql.json
[2026-03-18 11:47:55,720] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:55,736] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\16\result.csv with 31 rows
[2026-03-18 11:47:55,768] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:55,822] [INFO] Aligned 31 rows (gold=31, pred=31) using keys=['id']
[2026-03-18 11:47:55,824] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:55,824] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:55,833] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\16\acc_result (gold=31, matched=31 rows)
[2026-03-18 11:47:55,833] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT olympic_gold_medals, fiba_world_cup, birth_date FROM player WHERE birth_date = '1994/4/25' OR position != 'Frontcourt';"
17,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/17/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/17/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/17/acc_result/acc.json,0,ok,,"[2026-03-18 11:47:58,758] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\17\sql.json
[2026-03-18 11:47:58,873] [INFO] Running SQL on GT (exact)
[2026-03-18 11:47:58,905] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\17\result.csv with 57 rows
[2026-03-18 11:47:58,937] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:59,016] [INFO] Aligned 57 rows (gold=57, pred=57) using keys=['id']
[2026-03-18 11:47:59,016] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:59,016] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:47:59,032] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\17\acc_result (gold=57, matched=57 rows)
[2026-03-18 11:47:59,032] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT college, draft_pick, fiba_world_cup FROM player WHERE CAST(draft_pick AS DOUBLE) <= 10 OR college = 'Michigan State University';"
18,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/18/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/18/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/18/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:00,664] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\18\sql.json
[2026-03-18 11:48:00,848] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:00,870] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\18\result.csv with 38 rows
[2026-03-18 11:48:00,911] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:00,991] [INFO] Aligned 38 rows (gold=38, pred=38) using keys=['id']
[2026-03-18 11:48:00,991] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:00,991] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:01,018] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\18\acc_result (gold=38, matched=38 rows)
[2026-03-18 11:48:01,020] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT olympic_gold_medals, nba_championships, age FROM player WHERE CAST(olympic_gold_medals AS DOUBLE) > 1 OR position != 'Frontcourt';"
19,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/19/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/19/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/19/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:02,661] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\19\sql.json
[2026-03-18 11:48:02,779] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:02,791] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\19\result.csv with 12 rows
[2026-03-18 11:48:02,829] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:02,838] [INFO] Aligned 12 rows (gold=12, pred=12) using keys=['id']
[2026-03-18 11:48:02,838] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:02,838] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:02,858] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\19\acc_result (gold=12, matched=12 rows)
[2026-03-18 11:48:02,858] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT fiba_world_cup, draft_pick, draft_year FROM player WHERE CAST(draft_pick AS DOUBLE) >= 24 AND CAST(age AS DOUBLE) >= 42 AND CAST(mvp_awards AS DOUBLE) >= 0 AND CAST(mvp_awards AS DOUBLE) < 1;"
20,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/20/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/20/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/20/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:04,390] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\20\sql.json
[2026-03-18 11:48:04,552] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:04,573] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\20\result.csv with 7 rows
[2026-03-18 11:48:04,608] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:04,628] [INFO] Aligned 7 rows (gold=7, pred=7) using keys=['id']
[2026-03-18 11:48:04,630] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:04,630] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:04,635] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\20\acc_result (gold=7, matched=7 rows)
[2026-03-18 11:48:04,635] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT name, nba_championships, college FROM player WHERE CAST(nba_championships AS DOUBLE) > 2 AND CAST(olympic_gold_medals AS DOUBLE) >= 0 AND CAST(olympic_gold_medals AS DOUBLE) != 1 AND name != 'Toby Kimball';"
21,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/21/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/21/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/21/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:06,068] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\21\sql.json
[2026-03-18 11:48:06,179] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:06,196] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\21\result.csv with 0 rows
[2026-03-18 11:48:06,228] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:06,228] [INFO] Aligned 0 rows (gold=0, pred=0) using keys=['id']
[2026-03-18 11:48:06,228] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:06,228] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:06,228] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\21\acc_result (gold=0, matched=0 rows)
[2026-03-18 11:48:06,228] [INFO] Evaluation finished. Macro F1=0.0000
",0.0,0.0,0.0,"SELECT age, olympic_gold_medals, mvp_awards FROM player WHERE CAST(olympic_gold_medals AS DOUBLE) >= 1 AND college = 'University of Connecticut' AND CAST(draft_year AS DOUBLE) > 2014 AND CAST(fiba_world_cup AS DOUBLE) >= 0;"
22,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/22/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/22/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/22/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:07,922] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\22\sql.json
[2026-03-18 11:48:08,033] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:08,049] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\22\result.csv with 0 rows
[2026-03-18 11:48:08,081] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:08,081] [INFO] Aligned 0 rows (gold=0, pred=0) using keys=['id']
[2026-03-18 11:48:08,081] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:08,081] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:08,081] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\22\acc_result (gold=0, matched=0 rows)
[2026-03-18 11:48:08,081] [INFO] Evaluation finished. Macro F1=0.0000
",0.0,0.0,0.0,"SELECT draft_pick, olympic_gold_medals, position FROM player WHERE CAST(olympic_gold_medals AS DOUBLE) > 0 AND birth_date != '1943/12/23' AND CAST(nba_championships AS DOUBLE) < 2 AND birth_date = '1992/12/17';"
23,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/23/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/23/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/23/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:09,626] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\23\sql.json
[2026-03-18 11:48:09,739] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:09,759] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\23\result.csv with 0 rows
[2026-03-18 11:48:09,792] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:09,794] [INFO] Aligned 0 rows (gold=0, pred=0) using keys=['id']
[2026-03-18 11:48:09,794] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:09,794] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:09,800] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\23\acc_result (gold=0, matched=0 rows)
[2026-03-18 11:48:09,800] [INFO] Evaluation finished. Macro F1=0.0000
",0.0,0.0,0.0,"SELECT fiba_world_cup, birth_date, draft_pick FROM player WHERE birth_date != '1950/1/29' AND college = 'Oregon State University' AND CAST(age AS DOUBLE) != 42 AND name = 'Walter Berry';"
24,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/24/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/24/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/24/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:11,319] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\24\sql.json
[2026-03-18 11:48:11,475] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:11,486] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\24\result.csv with 14 rows
[2026-03-18 11:48:11,528] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:11,557] [INFO] Aligned 14 rows (gold=14, pred=14) using keys=['id']
[2026-03-18 11:48:11,560] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:11,560] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:11,570] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\24\acc_result (gold=14, matched=14 rows)
[2026-03-18 11:48:11,570] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT nationality, draft_pick, team FROM player WHERE nationality != 'German' AND CAST(olympic_gold_medals AS DOUBLE) > 0 AND CAST(olympic_gold_medals AS DOUBLE) != 0 AND CAST(mvp_awards AS DOUBLE) = 0;"
25,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/25/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/25/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/25/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:13,356] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\25\sql.json
[2026-03-18 11:48:13,647] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:13,668] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\25\result.csv with 134 rows
[2026-03-18 11:48:13,719] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:13,974] [INFO] Aligned 134 rows (gold=134, pred=134) using keys=['id']
[2026-03-18 11:48:13,978] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:13,979] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:13,988] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\25\acc_result (gold=134, matched=134 rows)
[2026-03-18 11:48:13,988] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT draft_pick, age, position FROM player WHERE CAST(age AS DOUBLE) <= 62 OR birth_date = '1997/8/7' OR college != 'Oregon State University' OR CAST(nba_championships AS DOUBLE) = 2;"
26,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/26/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/26/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/26/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:15,740] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\26\sql.json
[2026-03-18 11:48:15,855] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:15,868] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\26\result.csv with 141 rows
[2026-03-18 11:48:15,913] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:16,301] [INFO] Aligned 141 rows (gold=141, pred=141) using keys=['id']
[2026-03-18 11:48:16,302] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:16,302] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:16,326] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\26\acc_result (gold=141, matched=141 rows)
[2026-03-18 11:48:16,328] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT olympic_gold_medals, college, age FROM player WHERE CAST(age AS DOUBLE) > 42 OR name != 'Fran Curran Francis Hugh Curran Sr.' OR name = 'Dewayne ""D. J."" White, Jr.' OR CAST(fiba_world_cup AS DOUBLE) = 1;"
27,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/27/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/27/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/27/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:17,992] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\27\sql.json
[2026-03-18 11:48:18,096] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:18,109] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\27\result.csv with 141 rows
[2026-03-18 11:48:18,130] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:18,405] [INFO] Aligned 141 rows (gold=141, pred=141) using keys=['id']
[2026-03-18 11:48:18,409] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:18,409] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:18,421] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\27\acc_result (gold=141, matched=141 rows)
[2026-03-18 11:48:18,422] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT nba_championships, name, olympic_gold_medals FROM player WHERE CAST(nba_championships AS DOUBLE) = 0 OR team != 'Brooklyn Nets' OR nationality = 'French' OR team != 'Indiana Pacers';"
28,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/28/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/28/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/28/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:19,904] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\28\sql.json
[2026-03-18 11:48:20,020] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:20,020] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\28\result.csv with 141 rows
[2026-03-18 11:48:20,051] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:20,272] [INFO] Aligned 141 rows (gold=141, pred=141) using keys=['id']
[2026-03-18 11:48:20,272] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:20,272] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:20,299] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\28\acc_result (gold=141, matched=141 rows)
[2026-03-18 11:48:20,299] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT draft_year, age, nationality FROM player WHERE CAST(age AS DOUBLE) <= 78 OR team = 'Capitanes de Arecibo' OR CAST(mvp_awards AS DOUBLE) = 0 OR CAST(olympic_gold_medals AS DOUBLE) > 1;"
29,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/29/sql.json,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/29/result.csv,systems/DocETL/outputs/Player/Filter/filter_queries_player_duckdb/29/acc_result/acc.json,0,ok,,"[2026-03-18 11:48:21,837] [INFO] Starting evaluation for dataset=Player sql=systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\29\sql.json
[2026-03-18 11:48:21,943] [INFO] Running SQL on GT (exact)
[2026-03-18 11:48:21,958] [INFO] Loaded result from systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\29\result.csv with 141 rows
[2026-03-18 11:48:21,974] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:22,201] [INFO] Aligned 141 rows (gold=141, pred=141) using keys=['id']
[2026-03-18 11:48:22,204] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:22,204] [WARNING] No API key configured for provider 'aihubmix'; fallback to string match
[2026-03-18 11:48:22,213] [INFO] Saved outputs to systems\DocETL\outputs\Player\Filter\filter_queries_player_duckdb\29\acc_result (gold=141, matched=141 rows)
[2026-03-18 11:48:22,213] [INFO] Evaluation finished. Macro F1=1.0000
",1.0,1.0,1.0,"SELECT olympic_gold_medals, age, team FROM player WHERE CAST(age AS DOUBLE) >= 42 OR team != 'Philadelphia 76ers' OR CAST(nba_championships AS DOUBLE) >= 0 OR CAST(nba_championships AS DOUBLE) > 0;"
